First Name,Last Name,World Rank,Odds,Current_Standing,Picture_URL
Dustin,Johnson,4,12/1,0,Johnson.png
Tony,Finau,17,14/1,0,Finau.png
Brooks,Koepka,6,14/1,0,Koepka.png
Tommy,Fleetwood,12,17/1,0,Fleetwood.png
Paul,Casey,27,18/1,0,Casey.png
Lucas,Glover,78,25/1,0,Glover.png
Bubba,Watson,59,28/1,0,Watson.png
Matthew,Wolff,55,28/1,0,Wolff.png
Harris,English,126,35/1,0,English.png
Russell,Henley,171,35/1,0,Henley.png
Luke,List,118,40/1,0,List.png
Erik,van Rooyen,43,45/1,0,van_Rooyen.png
Sam,Burns,169,50/1,0,Burns.png
Brian,Harman,134,55/1,0,Harman.png
Ryan,Moore,116,55/1,0,Moore.png
Doc,Redman,121,55/1,0,Redman.png
Brendon,Todd,51,55/1,0,Todd.png
Max,Homa,74,60/1,0,Homa.png
Dylan,Frittelli,104,66/1,0,Frittelli.png
Henrik,Norlander,141,66/1,0,Norlander.png
Carlos,Ortiz,129,66/1,0,Ortiz.png
Patrick,Rodgers,182,66/1,0,Rodgers.png
Jhonattan,Vegas,143,66/1,0,Vegas.png
William,Gordon,197,70/1,0,Gordon.png
Charley,Hoffman,135,70/1,0,Hoffman.png
Jason,Kokrak,66,70/1,0,Kokrak.png
Troy,Merritt,147,70/1,0,Merritt.png
Brice,Garnett,211,80/1,0,Garnett.png
Charles,Howell III,86,80/1,0,Howell_III.png
Sepp,Straka,146,80/1,0,Straka.png
Rafa,Cabrera Bello,52,90/1,0,Cabrera_Bello.png
Talor,Gooch,144,90/1,0,Gooch.png
Chris,Kirk,259,90/1,0,Kirk.png
Adam,Long,110,90/1,0,Long.png
Pat,Perez,145,90/1,0,Perez.png
Sam,Ryder,204,90/1,0,Ryder.png
Siwoo,Kim,127,90/1,0,Kim.png
Scott,Stallings,220,90/1,0,Stallings.png
Kyle,Stanley,175,90/1,0,Stanley.png
Kristoffer,Ventura,161,90/1,0,Ventura.png
Bernd,Wiesberger,29,90/1,0,Wiesberger.png
Ryan,Armour,172,100/1,0,Armour.png
Joseph,Bramlett,249,100/1,0,Bramlett.png
Wyndham,Clark,162,100/1,0,Clark.png
Cameron,Davis,233,100/1,0,Davis.png
Tom,Hoge,130,100/1,0,Hoge.png
Tom,Lewis,67,100/1,0,Lewis.png
Ben,Martin,441,100/1,0,Martin.png
Alex,Noren,125,100/1,0,Noren.png
Adam,Schenk,205,100/1,0,Schenk.png
Hudson,Swafford,302,100/1,0,Swafford.png
Vaughn,Taylor,109,100/1,0,Taylor.png
Richy,Werenski,248,100/1,0,Werenski.png
Aaron,Wise,193,100/1,0,Wise.png
Emiliano,Grillo,156,110/1,0,Grillo.png
Chesson,Hadley,215,110/1,0,Hadley.png
Denny,McCarthy,195,110/1,0,McCarthy.png
Keith,Mitchell,102,110/1,0,Mitchell.png
Scott,Piercy,108,110/1,0,Piercy.png
Chase,Seiffert,180,110/1,0,Seiffert.png
Michael,Thompson,218,110/1,0,Thompson.png
Cameron,Tringale,206,110/1,0,Tringale.png
Stewart,Cink,262,125/1,0,Cink.png
Jason,Dufner,288,125/1,0,Dufner.png
Russell,Knox,176,125/1,0,Knox.png
Matthew,NeSmith,191,125/1,0,NeSmith.png
Matthias,Schwab,92,125/1,0,Schwab.png
Peter,Uihlein,351,125/1,0,Uihlein.png
Zhang,Xinjun,123,125/1,0,Xinjun.png
KyoungHoon,Lee,209,150/1,0,Lee.png
Wes,Roach,295,150/1,0,Roach.png
Charl,Schwartzel,224,150/1,0,Schwartzel.png
Bronson,Burgoon,256,175/1,0,Burgoon.png
Austin,Cook,324,175/1,0,Cook.png
Brandon,Hagy,366,175/1,0,Hagy.png
Harry,Higgs,133,175/1,0,Higgs.png
Danny,Lee,101,175/1,0,Lee.png
SeungYul,Noh,665,175/1,0,Noh.png
Roger,Sloan,293,175/1,0,Sloan.png
Mark,Anderson,357,200/1,0,Anderson.png
Brian,Gay,238,200/1,0,Gay.png
Fabian,Gomez,290,200/1,0,Gomez.png
Scott,Harrington,224,200/1,0,Harrington.png
Bo,Hoag,308,200/1,0,Hoag.png
Tim,Wilkinson,370,200/1,0,Wilkinson.png
Patton,Kizzire,276,225/1,0,Kizzire.png
Aaron,Baddeley,301,250/1,0,Baddeley.png
Chris,Baker,433,250/1,0,Baker.png
Cameron,Percy,350,250/1,0,Percy.png
Shawn,Stefani,396,250/1,0,Stefani.png
Chris,Stroud,264,250/1,0,Stroud.png
Josh,Teater,246,250/1,0,Teater.png
Johnson,Wagner,472,250/1,0,Wagner.png
Scott,Brown,165,275/1,0,Brown.png
Andrew,Putnam,88,275/1,0,Putnam.png
Luke,Donald,382,300/1,0,Donald.png
Beau,Hossler,241,300/1,0,Hossler.png
Grayson,Murray,427,300/1,0,Murray.png
Rob,Oppenheim,469,300/1,0,Oppenheim.png
Seamus,Power,439,300/1,0,Power.png
J.J.,Spaun,335,300/1,0,Spaun.png
Robert,Streb,330,300/1,0,Streb.png
Sahith,Theegala,#N/A,300/1,0,Theegala.png
George,McNeill,612,350/1,0,McNeill.png
Doug,Ghim,531,400/1,0,Ghim.png
Rhein,Gibson,380,400/1,0,Gibson.png
Bill,Haas,520,400/1,0,Haas.png
David,Hearn,482,400/1,0,Hearn.png
Jamie,Lovemark,650,400/1,0,Lovemark.png
Peter,Malnati,284,400/1,0,Malnati.png
Robby,Shelton IV,177,400/1,0,Shelton_IV.png
Kevin,Tway,184,400/1,0,Tway.png
Nick,Watney,268,400/1,0,Watney.png
Vincent,Whaley,421,400/1,0,Whaley.png
Jonathan,Byrd,430,500/1,0,Byrd.png
Sebastian,Cappelen,346,500/1,0,Cappelen.png
Roberto,Castro,552,500/1,0,Castro.png
Kramer,Hickok,296,500/1,0,Hickok.png
Hank,Lebioda,320,500/1,0,Lebioda.png
Zack,Sucher,200,500/1,0,Sucher.png
Arjun,Atwal,1181,600/1,0,Atwal.png
Ricky,Barnes,1226,600/1,0,Barnes.png
Ryan,Blaum,620,600/1,0,Blaum.png
Ryan,Brehm,372,600/1,0,Brehm.png
Chad,Campbell,754,600/1,0,Campbell.png
Alex,Cejka,674,600/1,0,Cejka.png
Greg,Chalmers,717,600/1,0,Chalmers.png
Matt,Every,336,600/1,0,Every.png
Tommy,Gainey,428,600/1,0,Gainey.png
Michael,Gellerman,462,600/1,0,Gellerman.png
Michael,Gligic,549,600/1,0,Gligic.png
Nelson,Ledesma,391,600/1,0,Ledesma.png
Tyler,McCumber,429,600/1,0,McCumber.png
Ted,Potter Jr,326,600/1,0,Potter_Jr.png
D.J.,Trahan,354,600/1,0,Trahan.png
Angus,Flanagan,#N/A,750/1,0,Flanagan.png
Michael,Kim,1035,750/1,0,Kim.png
Chase,Koepka,1564,750/1,0,Koepka.png
Peter,Kuest,#N/A,750/1,0,Kuest.png
Benjamin,Taylor,656,750/1,0,Taylor.png
Dominic,Bozzelli,546,1000/1,0,Bozzelli.png
K.J.,Choi,447,1000/1,0,Choi.png
Tim,Herron,1854,1000/1,0,Herron.png
Tom,Lehman,#N/A,1000/1,0,Lehman.png
John,Merrick,1214,1000/1,0,Merrick.png
John,Senden,1346,1000/1,0,Senden.png
Martin,Trainer,423,1250/1,0,Trainer.png
Bo,van Pelt,#N/A,1250/1,0,van_Pelt.png